State,Place,Name,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent
Florida,Miami city,"Miami city, Florida",2021,439906.0,41929.0,7809.0,48789,1309.0
Florida,Miramar city,"Miramar city, Florida",2021,135066.0,,414.0,79282,1489.0
Florida,North Port city,"North Port city, Florida",2021,80027.0,,915.0,68583,1201.0
Florida,Orlando city,"Orlando city, Florida",2021,309193.0,30862.0,6566.0,54167,1276.0
Florida,Palm Bay city,"Palm Bay city, Florida",2021,122932.0,,2779.0,54746,1090.0
Florida,Palm Coast city,"Palm Coast city, Florida",2021,93845.0,,870.0,60648,1210.0
Florida,Pembroke Pines city,"Pembroke Pines city, Florida",2021,169388.0,,1741.0,76439,1412.0
Florida,Pine Hills CDP,"Pine Hills CDP, Florida",2021,85927.0,,764.0,42153,1042.0
Florida,Plantation city,"Plantation city, Florida",2021,92981.0,,1207.0,72955,1697.0
Florida,Poinciana CDP,"Poinciana CDP, Florida",2021,65257.0,,984.0,57296,1206.0
Florida,Pompano Beach city,"Pompano Beach city, Florida",2021,111356.0,,1587.0,53737,1274.0
Florida,Port Charlotte CDP,"Port Charlotte CDP, Florida",2021,65671.0,,1638.0,54814,987.0
Florida,Port St. Lucie city,"Port St. Lucie city, Florida",2021,217535.0,,2889.0,71381,1379.0
Florida,Riverview CDP,"Riverview CDP, Florida",2021,114560.0,,1116.0,81195,1475.0
Florida,Spring Hill CDP,"Spring Hill CDP, Florida",2021,123509.0,,2327.0,59363,973.0
Florida,St. Petersburg city,"St. Petersburg city, Florida",2021,258214.0,29689.0,3320.0,64141,1190.0
