State,Place,Name,Year,Total Population,Total Worked from Home,Total With Public Assistance,Median Household Income,Median Rent
Oregon,Gresham city,"Gresham city, Oregon",2010,105973,,1949.0,47164,723.0
Oregon,Hillsboro city,"Hillsboro city, Oregon",2010,91954,1333.0,905.0,63618,838.0
Oregon,Medford city,"Medford city, Oregon",2010,75007,,1663.0,39825,677.0
Oregon,Portland city,"Portland city, Oregon",2010,585429,21139.0,10273.0,47185,741.0
Oregon,Salem city,"Salem city, Oregon",2010,155004,2574.0,2553.0,42898,611.0
Pennsylvania,Allentown city,"Allentown city, Pennsylvania",2010,118240,,2421.0,32192,693.0
Pennsylvania,Bethlehem city,"Bethlehem city, Pennsylvania",2010,75233,,1718.0,42232,707.0
Pennsylvania,Erie city,"Erie city, Pennsylvania",2010,101821,,3393.0,28747,468.0
Pennsylvania,Philadelphia city,"Philadelphia city, Pennsylvania",2010,1528306,16466.0,51250.0,34400,683.0
Pennsylvania,Pittsburgh city,"Pittsburgh city, Pennsylvania",2010,305759,5204.0,6377.0,36196,593.0
Pennsylvania,Reading city,"Reading city, Pennsylvania",2010,88175,655.0,4379.0,25045,524.0
Pennsylvania,Scranton city,"Scranton city, Pennsylvania",2010,76068,,1242.0,35596,522.0
Rhode Island,Cranston city,"Cranston city, Rhode Island",2010,80424,,487.0,57649,762.0
Rhode Island,Pawtucket city,"Pawtucket city, Rhode Island",2010,71204,,653.0,33904,683.0
Rhode Island,Providence city,"Providence city, Rhode Island",2010,178162,2329.0,2898.0,37237,740.0
Rhode Island,Warwick city,"Warwick city, Rhode Island",2010,82643,,609.0,51037,834.0
South Carolina,Charleston city,"Charleston city, South Carolina",2010,119834,2579.0,514.0,47009,744.0
South Carolina,Columbia city,"Columbia city, South Carolina",2010,129139,,1158.0,37041,604.0
South Carolina,Mount Pleasant town,"Mount Pleasant town, South Carolina",2010,68112,,0.0,70636,1027.0
South Carolina,North Charleston city,"North Charleston city, South Carolina",2010,95548,727.0,424.0,38693,642.0
South Carolina,Rock Hill city,"Rock Hill city, South Carolina",2010,66395,,476.0,39950,574.0
South Dakota,Rapid City city,"Rapid City city, South Dakota",2010,68221,,876.0,41653,617.0
South Dakota,Sioux Falls city,"Sioux Falls city, South Dakota",2010,153959,2508.0,1854.0,47466,595.0
Tennessee,Chattanooga city,"Chattanooga city, Tennessee",2010,168075,,1987.0,35817,544.0
Tennessee,Clarksville city,"Clarksville city, Tennessee",2010,133669,,1428.0,43326,618.0
Tennessee,Jackson city,"Jackson city, Tennessee",2010,65279,,882.0,38169,489.0
Tennessee,Knoxville city,"Knoxville city, Tennessee",2010,179226,2348.0,5584.0,29903,553.0
Tennessee,Memphis city,"Memphis city, Tennessee",2010,647870,6373.0,11683.0,37045,578.0
Tennessee,Murfreesboro city,"Murfreesboro city, Tennessee",2010,109220,,1353.0,45158,653.0
Tennessee,Nashville-Davidson metropolitan government (balance),"Nashville-Davidson metropolitan government (balance), Tennessee",2010,602618,12299.0,7648.0,42813,639.0
Texas,Abilene city,"Abilene city, Texas",2010,119688,,1307.0,40244,574.0
Texas,Allen city,"Allen city, Texas",2010,84888,,306.0,85799,963.0
Texas,Amarillo city,"Amarillo city, Texas",2010,194161,2768.0,1020.0,44826,558.0
Texas,Arlington city,"Arlington city, Texas",2010,367185,5298.0,4387.0,48752,666.0
Texas,Atascocita CDP,"Atascocita CDP, Texas",2010,71245,,0.0,78764,905.0
Texas,Austin city,"Austin city, Texas",2010,795518,29761.0,4407.0,47434,748.0
Texas,Baytown city,"Baytown city, Texas",2010,72418,,327.0,46178,633.0
Texas,Beaumont city,"Beaumont city, Texas",2010,118355,,710.0,35174,572.0
Texas,Brownsville city,"Brownsville city, Texas",2010,175831,2633.0,1189.0,30454,495.0
Texas,Bryan city,"Bryan city, Texas",2010,76541,,1799.0,30493,554.0
Texas,Carrollton city,"Carrollton city, Texas",2010,119759,,667.0,67069,766.0
Texas,College Station city,"College Station city, Texas",2010,94246,992.0,362.0,35045,735.0
Texas,Corpus Christi city,"Corpus Christi city, Texas",2010,305442,3757.0,1940.0,41845,644.0
Texas,Dallas city,"Dallas city, Texas",2010,1202797,21139.0,8638.0,40650,646.0
Texas,Denton city,"Denton city, Texas",2010,114100,3075.0,489.0,44376,668.0
Texas,Edinburg city,"Edinburg city, Texas",2010,77613,,658.0,35845,486.0
Texas,El Paso city,"El Paso city, Texas",2010,652113,6554.0,13053.0,37278,577.0
Texas,Flower Mound town,"Flower Mound town, Texas",2010,66238,,0.0,105637,1224.0
Texas,Fort Worth city,"Fort Worth city, Texas",2010,744114,12744.0,8515.0,48224,634.0
Texas,Frisco city,"Frisco city, Texas",2010,117839,,345.0,100686,866.0
Texas,Garland city,"Garland city, Texas",2010,227604,2899.0,1046.0,52114,715.0
Texas,Grand Prairie city,"Grand Prairie city, Texas",2010,176090,,1289.0,50030,703.0
Texas,Harlingen city,"Harlingen city, Texas",2010,65124,,45.0,34871,477.0
Texas,Houston city,"Houston city, Texas",2010,2107208,27585.0,14683.0,42355,659.0
Texas,Irving city,"Irving city, Texas",2010,217139,3154.0,839.0,46526,706.0
Texas,Killeen city,"Killeen city, Texas",2010,129070,,981.0,47698,616.0
Texas,Laredo city,"Laredo city, Texas",2010,237244,3343.0,2040.0,35997,529.0
Texas,League City city,"League City city, Texas",2010,83848,,341.0,90285,910.0
Texas,Lewisville city,"Lewisville city, Texas",2010,95691,,1175.0,56756,749.0
Texas,Longview city,"Longview city, Texas",2010,80238,,485.0,37459,563.0
Texas,Lubbock city,"Lubbock city, Texas",2010,230734,3505.0,1161.0,40712,625.0
Texas,McAllen city,"McAllen city, Texas",2010,130767,,811.0,41018,560.0
Texas,McKinney city,"McKinney city, Texas",2010,132147,,645.0,73826,806.0
Texas,Mesquite city,"Mesquite city, Texas",2010,140293,,318.0,46183,730.0
Texas,Midland city,"Midland city, Texas",2010,111238,,950.0,52258,665.0
Texas,Mission city,"Mission city, Texas",2010,77586,,376.0,42126,501.0
Texas,Missouri City city,"Missouri City city, Texas",2010,69052,,206.0,72010,1196.0
Texas,North Richland Hills city,"North Richland Hills city, Texas",2010,63656,,402.0,54536,655.0
Texas,Odessa city,"Odessa city, Texas",2010,99554,,2670.0,43248,519.0
Texas,Pasadena city,"Pasadena city, Texas",2010,149722,,799.0,41280,631.0
Texas,Pearland city,"Pearland city, Texas",2010,90811,,326.0,89133,979.0
Texas,Pharr city,"Pharr city, Texas",2010,70888,,616.0,31286,446.0
Texas,Plano city,"Plano city, Texas",2010,261697,11165.0,1274.0,79234,806.0
Texas,Richardson city,"Richardson city, Texas",2010,99721,,498.0,64841,818.0
Texas,Round Rock city,"Round Rock city, Texas",2010,102441,,363.0,61106,839.0
Texas,San Angelo city,"San Angelo city, Texas",2010,93804,,268.0,36167,525.0
Texas,San Antonio city,"San Antonio city, Texas",2010,1334359,15687.0,9813.0,43758,639.0
Texas,Sugar Land city,"Sugar Land city, Texas",2010,79472,,173.0,100632,1148.0
Texas,Temple city,"Temple city, Texas",2010,66686,,267.0,48472,595.0
Texas,The Woodlands CDP,"The Woodlands CDP, Texas",2010,92076,,0.0,91378,837.0
Texas,Tyler city,"Tyler city, Texas",2010,97271,,439.0,39755,627.0
Texas,Waco city,"Waco city, Texas",2010,125410,,945.0,30947,553.0
Texas,Wichita Falls city,"Wichita Falls city, Texas",2010,104699,,398.0,36801,533.0
Utah,Layton city,"Layton city, Utah",2010,67612,,657.0,53876,686.0
Utah,Ogden city,"Ogden city, Utah",2010,83171,,883.0,39078,617.0
Utah,Orem city,"Orem city, Utah",2010,88929,,656.0,49647,721.0
Utah,Provo city,"Provo city, Utah",2010,113196,3162.0,570.0,36949,620.0
Utah,Salt Lake City city,"Salt Lake City city, Utah",2010,187215,2604.0,2304.0,40219,668.0
Utah,Sandy city,"Sandy city, Utah",2010,87818,,648.0,70931,847.0
Utah,St. George city,"St. George city, Utah",2010,73078,,788.0,46959,703.0
Utah,West Jordan city,"West Jordan city, Utah",2010,104145,,484.0,66453,873.0
Utah,West Valley City city,"West Valley City city, Utah",2010,130026,,1652.0,51421,721.0
Virginia,Alexandria city,"Alexandria city, Virginia",2010,140912,4849.0,401.0,77793,1299.0
Virginia,Arlington CDP,"Arlington CDP, Virginia",2010,209457,7480.0,1192.0,94986,1519.0
Virginia,Centreville CDP,"Centreville CDP, Virginia",2010,77022,,611.0,92643,1318.0
Virginia,Chesapeake city,"Chesapeake city, Virginia",2010,222986,2514.0,1027.0,68955,922.0
Virginia,Dale City CDP,"Dale City CDP, Virginia",2010,62021,,228.0,81096,1180.0
Virginia,Hampton city,"Hampton city, Virginia",2010,137381,,635.0,51275,778.0
Virginia,Lynchburg city,"Lynchburg city, Virginia",2010,75686,,1054.0,35156,534.0
Virginia,Newport News city,"Newport News city, Virginia",2010,180712,2236.0,2999.0,50937,785.0
Virginia,Norfolk city,"Norfolk city, Virginia",2010,243135,2924.0,2759.0,41613,760.0
Virginia,Portsmouth city,"Portsmouth city, Virginia",2010,95696,347.0,994.0,43674,745.0
Virginia,Richmond city,"Richmond city, Virginia",2010,204389,3943.0,3275.0,39608,683.0
Virginia,Roanoke city,"Roanoke city, Virginia",2010,96967,,1096.0,37472,521.0
Virginia,Suffolk city,"Suffolk city, Virginia",2010,84906,,477.0,69294,736.0
Virginia,Virginia Beach city,"Virginia Beach city, Virginia",2010,439172,9571.0,2535.0,64212,1030.0
Washington,Auburn city,"Auburn city, Washington",2010,70873,1726.0,1905.0,57642,797.0
Washington,Bellevue city,"Bellevue city, Washington",2010,122808,4010.0,1245.0,80500,1144.0
Washington,Bellingham city,"Bellingham city, Washington",2010,81067,,769.0,39599,755.0
Washington,Everett city,"Everett city, Washington",2010,103321,2329.0,2692.0,42440,773.0
Washington,Federal Way city,"Federal Way city, Washington",2010,89622,,1422.0,53716,844.0
Washington,Kennewick city,"Kennewick city, Washington",2010,74455,,1142.0,45215,622.0
Washington,Kent city,"Kent city, Washington",2010,92722,1550.0,3333.0,48688,819.0
Washington,Renton city,"Renton city, Washington",2010,91259,2731.0,1908.0,61819,917.0
Washington,Seattle city,"Seattle city, Washington",2010,610710,22533.0,9761.0,60212,925.0
Washington,Spokane Valley city,"Spokane Valley city, Washington",2010,89927,,2438.0,44419,657.0
Washington,Spokane city,"Spokane city, Washington",2010,209334,2754.0,5675.0,41146,583.0
Washington,Tacoma city,"Tacoma city, Washington",2010,198506,2342.0,5081.0,47465,764.0
Washington,Vancouver city,"Vancouver city, Washington",2010,162430,3127.0,3987.0,47307,733.0
Washington,Yakima city,"Yakima city, Washington",2010,91525,,1362.0,37201,619.0
Wisconsin,Appleton city,"Appleton city, Wisconsin",2010,71747,,196.0,50076,524.0
Wisconsin,Eau Claire city,"Eau Claire city, Wisconsin",2010,65489,,245.0,41274,567.0
Wisconsin,Green Bay city,"Green Bay city, Wisconsin",2010,104266,,1320.0,41078,534.0
Wisconsin,Kenosha city,"Kenosha city, Wisconsin",2010,99362,,1344.0,42294,623.0
Wisconsin,Madison city,"Madison city, Wisconsin",2010,233777,4131.0,2362.0,50508,764.0
Wisconsin,Milwaukee city,"Milwaukee city, Wisconsin",2010,595587,5614.0,9444.0,32911,610.0
Wisconsin,Oshkosh city,"Oshkosh city, Wisconsin",2010,66110,,354.0,41165,519.0
Wisconsin,Racine city,"Racine city, Wisconsin",2010,78906,,2209.0,33473,582.0
Wisconsin,Waukesha city,"Waukesha city, Wisconsin",2010,70741,,396.0,53149,685.0
Alabama,Birmingham city,"Birmingham city, Alabama",2011,211458,1706.0,3198.0,28646,485.0
Alabama,Dothan city,"Dothan city, Alabama",2011,66384,428.0,409.0,41492,488.0
Alabama,Hoover city,"Hoover city, Alabama",2011,80553,,293.0,75352,745.0
Alabama,Huntsville city,"Huntsville city, Alabama",2011,182354,,1189.0,45018,545.0
Alabama,Mobile city,"Mobile city, Alabama",2011,194887,3586.0,1640.0,40153,569.0
Alabama,Montgomery city,"Montgomery city, Alabama",2011,213132,,1494.0,43233,542.0
Alabama,Tuscaloosa city,"Tuscaloosa city, Alabama",2011,91604,,1841.0,34724,593.0
Alaska,Anchorage municipality,"Anchorage municipality, Alaska",2011,295570,5265.0,7148.0,72813,978.0
Arizona,Avondale city,"Avondale city, Arizona",2011,77526,,362.0,51363,828.0
Arizona,Casas Adobes CDP,"Casas Adobes CDP, Arizona",2011,67496,,296.0,52641,811.0
Arizona,Chandler city,"Chandler city, Arizona",2011,240098,8225.0,1252.0,69260,865.0
Arizona,Flagstaff city,"Flagstaff city, Arizona",2011,65904,1681.0,275.0,42551,832.0
Arizona,Gilbert town,"Gilbert town, Arizona",2011,211964,,1763.0,71207,1030.0
Arizona,Glendale city,"Glendale city, Arizona",2011,230466,3434.0,2163.0,48079,643.0
Arizona,Goodyear city,"Goodyear city, Arizona",2011,66312,,648.0,52194,880.0
Arizona,Mesa city,"Mesa city, Arizona",2011,446498,9081.0,3722.0,44527,693.0
Arizona,Peoria city,"Peoria city, Arizona",2011,156634,,972.0,64864,819.0
Arizona,Phoenix city,"Phoenix city, Arizona",2011,1469484,30860.0,14770.0,43960,685.0
Arizona,San Tan Valley CDP,"San Tan Valley CDP, Arizona",2011,83217,,882.0,49009,865.0
Arizona,Scottsdale city,"Scottsdale city, Arizona",2011,221007,,1346.0,65020,890.0
Arizona,Surprise city,"Surprise city, Arizona",2011,119494,,885.0,51892,919.0
Arizona,Tempe city,"Tempe city, Arizona",2011,164264,5163.0,1365.0,45518,803.0
Arizona,Tucson city,"Tucson city, Arizona",2011,525798,7026.0,10939.0,35362,611.0
Arizona,Yuma city,"Yuma city, Arizona",2011,94543,,798.0,41457,719.0
Arkansas,Fayetteville city,"Fayetteville city, Arkansas",2011,75109,,1274.0,34393,523.0
Arkansas,Fort Smith city,"Fort Smith city, Arkansas",2011,87146,,737.0,33846,437.0
Arkansas,Jonesboro city,"Jonesboro city, Arkansas",2011,68541,,326.0,34245,537.0
Arkansas,Little Rock city,"Little Rock city, Arkansas",2011,195310,2429.0,2503.0,40976,587.0
Arkansas,Springdale city,"Springdale city, Arkansas",2011,73153,,684.0,36909,491.0
California,Alameda city,"Alameda city, California",2011,74770,2312.0,1653.0,66781,1242.0
California,Alhambra city,"Alhambra city, California",2011,83703,1695.0,740.0,53233,1087.0
California,Anaheim city,"Anaheim city, California",2011,341348,5106.0,2492.0,56858,1200.0
California,Antioch city,"Antioch city, California",2011,104027,,1751.0,66289,1191.0
California,Apple Valley town,"Apple Valley town, California",2011,70173,,1931.0,51258,834.0
California,Arden-Arcade CDP,"Arden-Arcade CDP, California",2011,91977,,2880.0,38881,749.0
California,Bakersfield city,"Bakersfield city, California",2011,352429,3179.0,6198.0,51667,792.0
California,Baldwin Park city,"Baldwin Park city, California",2011,75937,769.0,936.0,49664,1075.0
California,Bellflower city,"Bellflower city, California",2011,77179,,1028.0,42209,1059.0
California,Berkeley city,"Berkeley city, California",2011,113893,5749.0,1007.0,61351,1154.0
California,Buena Park city,"Buena Park city, California",2011,81754,1406.0,763.0,64754,1187.0
California,Burbank city,"Burbank city, California",2011,104096,,1026.0,64147,1169.0
California,Camarillo city,"Camarillo city, California",2011,65904,,864.0,78669,1514.0
California,Carlsbad city,"Carlsbad city, California",2011,106895,,283.0,77677,1422.0
California,Carson city,"Carson city, California",2011,92387,,799.0,71263,1224.0
California,Chico city,"Chico city, California",2011,86287,,1116.0,35990,774.0
California,Chino Hills city,"Chino Hills city, California",2011,75931,,541.0,93736,1569.0
California,Chino city,"Chino city, California",2011,79061,,568.0,59749,1105.0
California,Chula Vista city,"Chula Vista city, California",2011,247514,3409.0,1739.0,59585,1116.0
California,Citrus Heights city,"Citrus Heights city, California",2011,84342,,1897.0,49983,888.0
California,Clovis city,"Clovis city, California",2011,96909,,937.0,61870,843.0
California,Compton city,"Compton city, California",2011,97166,,3834.0,39234,946.0
California,Concord city,"Concord city, California",2011,124059,2674.0,2174.0,60391,1085.0
California,Corona city,"Corona city, California",2011,155884,3834.0,1219.0,80557,1134.0
California,Costa Mesa city,"Costa Mesa city, California",2011,111603,3399.0,433.0,61136,1391.0
California,Daly City city,"Daly City city, California",2011,102368,675.0,544.0,66922,1332.0
California,Davis city,"Davis city, California",2011,66011,,273.0,55702,1151.0
California,Downey city,"Downey city, California",2011,112578,,834.0,53202,1085.0
California,East Los Angeles CDP,"East Los Angeles CDP, California",2011,131741,1212.0,2764.0,34055,890.0
California,El Cajon city,"El Cajon city, California",2011,100931,,3642.0,43540,952.0
California,El Monte city,"El Monte city, California",2011,114294,1702.0,1897.0,33829,956.0
California,Elk Grove city,"Elk Grove city, California",2011,154920,,1151.0,73250,1274.0
California,Escondido city,"Escondido city, California",2011,146021,1153.0,1371.0,43661,1049.0
California,Fairfield city,"Fairfield city, California",2011,106116,1784.0,1733.0,64059,1151.0
California,Florence-Graham CDP,"Florence-Graham CDP, California",2011,68626,,2294.0,37477,913.0
California,Folsom city,"Folsom city, California",2011,72991,,177.0,87349,1136.0
California,Fontana city,"Fontana city, California",2011,199024,1900.0,2792.0,64202,960.0
California,Fremont city,"Fremont city, California",2011,216912,2535.0,2690.0,92655,1438.0
California,Fresno city,"Fresno city, California",2011,501365,5010.0,12682.0,40533,736.0
California,Fullerton city,"Fullerton city, California",2011,137174,1879.0,524.0,65648,1183.0
California,Garden Grove city,"Garden Grove city, California",2011,173490,1310.0,1675.0,55508,1213.0
California,Glendale city,"Glendale city, California",2011,193113,5940.0,3436.0,47647,1103.0
California,Hawthorne city,"Hawthorne city, California",2011,84897,,1813.0,42723,930.0
California,Hayward city,"Hayward city, California",2011,146083,2098.0,3220.0,56332,1140.0
California,Hemet city,"Hemet city, California",2011,80459,,1608.0,29679,771.0
California,Hesperia city,"Hesperia city, California",2011,91549,,1561.0,42298,839.0
California,Huntington Beach city,"Huntington Beach city, California",2011,192868,5428.0,1664.0,75336,1414.0
California,Indio city,"Indio city, California",2011,77789,,1153.0,41082,761.0
California,Inglewood city,"Inglewood city, California",2011,110463,,2151.0,37999,966.0
California,Irvine city,"Irvine city, California",2011,215511,7957.0,1269.0,87484,1663.0
California,Lake Forest city,"Lake Forest city, California",2011,78460,,588.0,100748,1515.0
California,Lakewood city,"Lakewood city, California",2011,80648,,570.0,69610,1361.0
California,Lancaster city,"Lancaster city, California",2011,157698,1175.0,2963.0,47198,899.0
California,Livermore city,"Livermore city, California",2011,82056,,321.0,97047,1319.0
California,Long Beach city,"Long Beach city, California",2011,465584,8622.0,11736.0,51214,976.0
California,Los Angeles city,"Los Angeles city, California",2011,3819708,97579.0,63224.0,46148,1033.0
California,Lynwood city,"Lynwood city, California",2011,70259,,1411.0,41875,930.0
California,Manteca city,"Manteca city, California",2011,68254,,1592.0,53037,981.0
California,Menifee city,"Menifee city, California",2011,79321,,383.0,56735,1345.0
California,Merced city,"Merced city, California",2011,80234,,2517.0,38546,682.0
California,Milpitas city,"Milpitas city, California",2011,67811,,965.0,87371,1541.0
California,Mission Viejo city,"Mission Viejo city, California",2011,94714,,905.0,89727,1788.0
California,Modesto city,"Modesto city, California",2011,202761,2260.0,4712.0,41863,792.0
California,Moreno Valley city,"Moreno Valley city, California",2011,197838,2193.0,4824.0,53018,1025.0
California,Mountain View city,"Mountain View city, California",2011,75230,1256.0,588.0,86460,1427.0
California,Murrieta city,"Murrieta city, California",2011,105847,,602.0,72496,1514.0
California,Napa city,"Napa city, California",2011,77868,,936.0,55719,1236.0
California,Newport Beach city,"Newport Beach city, California",2011,86485,,235.0,96918,1813.0
California,Norwalk city,"Norwalk city, California",2011,106308,,2466.0,54411,1155.0
California,Oakland city,"Oakland city, California",2011,395811,10705.0,10605.0,50500,986.0
California,Oceanside city,"Oceanside city, California",2011,169565,3868.0,2042.0,55620,1315.0
California,Ontario city,"Ontario city, California",2011,166412,,2213.0,49713,987.0
California,Orange city,"Orange city, California",2011,138405,1853.0,469.0,70523,1385.0
California,Oxnard city,"Oxnard city, California",2011,199917,2630.0,2399.0,58090,1189.0
California,Palmdale city,"Palmdale city, California",2011,153874,,3938.0,50394,1013.0
California,Palo Alto city,"Palo Alto city, California",2011,65419,,333.0,119124,1812.0
California,Pasadena city,"Pasadena city, California",2011,138086,3739.0,1437.0,72265,1183.0
California,Perris city,"Perris city, California",2011,69973,,1063.0,36229,980.0
California,Pittsburg city,"Pittsburg city, California",2011,64307,,704.0,54175,1104.0
California,Pleasanton city,"Pleasanton city, California",2011,71206,,344.0,120437,1476.0
California,Pomona city,"Pomona city, California",2011,150126,1769.0,2295.0,47229,998.0
California,Rancho Cordova city,"Rancho Cordova city, California",2011,65614,,1018.0,48452,795.0
California,Rancho Cucamonga city,"Rancho Cucamonga city, California",2011,167698,,250.0,70836,1167.0
California,Redding city,"Redding city, California",2011,90142,,2004.0,40475,755.0
California,Redlands city,"Redlands city, California",2011,69744,,584.0,66577,949.0
California,Redondo Beach city,"Redondo Beach city, California",2011,67231,,328.0,97547,1564.0
California,Redwood City city,"Redwood City city, California",2011,77750,2385.0,538.0,77561,1346.0
California,Rialto city,"Rialto city, California",2011,100680,,2320.0,45415,896.0
California,Richmond city,"Richmond city, California",2011,105389,1907.0,1561.0,51652,1050.0
California,Riverside city,"Riverside city, California",2011,310654,4783.0,4587.0,51331,911.0
California,Roseville city,"Roseville city, California",2011,121755,,1012.0,75184,1037.0
California,Sacramento city,"Sacramento city, California",2011,472169,8605.0,12347.0,47908,850.0
California,Salinas city,"Salinas city, California",2011,152995,2399.0,1211.0,44387,988.0
California,San Bernardino city,"San Bernardino city, California",2011,213008,2495.0,5070.0,35118,803.0
California,San Buenaventura (Ventura) city,"San Buenaventura (Ventura) city, California",2011,107507,3204.0,1184.0,62971,1250.0
California,San Diego city,"San Diego city, California",2011,1326183,42843.0,11789.0,60797,1201.0
California,San Francisco city,"San Francisco city, California",2011,812826,34261.0,10686.0,69894,1361.0
California,San Jose city,"San Jose city, California",2011,967478,16676.0,10185.0,76593,1297.0
California,San Leandro city,"San Leandro city, California",2011,86067,1197.0,822.0,60703,1151.0
California,San Marcos city,"San Marcos city, California",2011,85009,,274.0,44339,1145.0
California,San Mateo city,"San Mateo city, California",2011,98403,2765.0,394.0,80248,1481.0
California,San Ramon city,"San Ramon city, California",2011,73338,,366.0,121756,1612.0
California,Santa Ana city,"Santa Ana city, California",2011,329405,2108.0,3810.0,51264,1110.0
California,Santa Barbara city,"Santa Barbara city, California",2011,89058,3203.0,285.0,60599,1338.0
California,Santa Clara city,"Santa Clara city, California",2011,118247,2273.0,1367.0,87015,1472.0
California,Santa Clarita city,"Santa Clarita city, California",2011,177589,4098.0,551.0,78738,1345.0
California,Santa Maria city,"Santa Maria city, California",2011,100272,851.0,1036.0,50532,1009.0
California,Santa Monica city,"Santa Monica city, California",2011,90373,5154.0,1338.0,66747,1371.0
California,Santa Rosa city,"Santa Rosa city, California",2011,169302,2725.0,1851.0,60730,1112.0
California,Simi Valley city,"Simi Valley city, California",2011,125546,3461.0,1325.0,88654,1525.0
California,South Gate city,"South Gate city, California",2011,95088,625.0,1875.0,37385,928.0
California,Stockton city,"Stockton city, California",2011,296367,3244.0,8389.0,44310,794.0
California,Sunnyvale city,"Sunnyvale city, California",2011,142299,4176.0,717.0,93836,1417.0
California,Temecula city,"Temecula city, California",2011,102471,,914.0,66869,1315.0
California,Thousand Oaks city,"Thousand Oaks city, California",2011,127994,,1199.0,96943,1561.0
California,Torrance city,"Torrance city, California",2011,146467,,1293.0,73744,1301.0
California,Tracy city,"Tracy city, California",2011,84252,,1509.0,67105,1172.0
California,Turlock city,"Turlock city, California",2011,69095,,904.0,49283,842.0
California,Tustin city,"Tustin city, California",2011,76699,,822.0,77827,1321.0
California,Union City city,"Union City city, California",2011,70441,575.0,1269.0,73004,1360.0
California,Upland city,"Upland city, California",2011,74854,,1737.0,59780,1048.0
California,Vacaville city,"Vacaville city, California",2011,93076,,722.0,71743,1097.0
California,Vallejo city,"Vallejo city, California",2011,116829,1110.0,1688.0,51988,1056.0
California,Victorville city,"Victorville city, California",2011,117596,,3116.0,45847,939.0
California,Visalia city,"Visalia city, California",2011,126421,,3229.0,52194,770.0
California,Vista city,"Vista city, California",2011,95211,,558.0,41599,1117.0
California,Walnut Creek city,"Walnut Creek city, California",2011,65232,,225.0,86613,1211.0
California,West Covina city,"West Covina city, California",2011,106864,2985.0,740.0,63895,1152.0
California,Westminster city,"Westminster city, California",2011,91078,1843.0,683.0,52498,1228.0
California,Whittier city,"Whittier city, California",2011,85933,,556.0,69106,1061.0
California,Yorba Linda city,"Yorba Linda city, California",2011,65220,,197.0,111379,1304.0
California,Yuba City city,"Yuba City city, California",2011,65041,,1350.0,48452,706.0
Colorado,Arvada city,"Arvada city, Colorado",2011,107326,,823.0,65063,782.0
Colorado,Aurora city,"Aurora city, Colorado",2011,332551,5230.0,2896.0,49593,798.0
Colorado,Boulder city,"Boulder city, Colorado",2011,98903,6288.0,385.0,57112,1045.0
Colorado,Centennial city,"Centennial city, Colorado",2011,102621,4017.0,236.0,80288,1193.0
Colorado,Colorado Springs city,"Colorado Springs city, Colorado",2011,426406,9028.0,4665.0,50945,727.0
Colorado,Denver city,"Denver city, Colorado",2011,619968,17783.0,7724.0,47371,772.0
Colorado,Fort Collins city,"Fort Collins city, Colorado",2011,146777,4511.0,1205.0,51676,896.0
Colorado,Greeley city,"Greeley city, Colorado",2011,94966,,997.0,42543,622.0
Colorado,Highlands Ranch CDP,"Highlands Ranch CDP, Colorado",2011,109365,,264.0,100593,1304.0
Colorado,Lakewood city,"Lakewood city, Colorado",2011,144414,3525.0,1496.0,53210,786.0
Colorado,Longmont city,"Longmont city, Colorado",2011,87695,2851.0,653.0,58619,809.0
Colorado,Loveland city,"Loveland city, Colorado",2011,68203,,697.0,46467,816.0
Colorado,Pueblo city,"Pueblo city, Colorado",2011,107584,1186.0,3010.0,32742,547.0
Colorado,Thornton city,"Thornton city, Colorado",2011,121449,,1260.0,62144,838.0
Colorado,Westminster city,"Westminster city, Colorado",2011,107950,3138.0,579.0,61503,877.0
Connecticut,Bridgeport city,"Bridgeport city, Connecticut",2011,145634,943.0,4116.0,35379,826.0
Connecticut,Danbury city,"Danbury city, Connecticut",2011,81684,1188.0,791.0,64974,1001.0
Connecticut,Hartford city,"Hartford city, Connecticut",2011,124863,773.0,6371.0,29169,714.0
Connecticut,New Britain city,"New Britain city, Connecticut",2011,73279,,1498.0,35357,728.0
Connecticut,New Haven city,"New Haven city, Connecticut",2011,129591,1185.0,2170.0,33526,857.0
Connecticut,Norwalk city,"Norwalk city, Connecticut",2011,86467,2207.0,2533.0,67888,1136.0
Connecticut,Stamford city,"Stamford city, Connecticut",2011,123871,3005.0,806.0,75454,1298.0
Connecticut,Waterbury city,"Waterbury city, Connecticut",2011,110196,,3740.0,41593,736.0
Delaware,Wilmington city,"Wilmington city, Delaware",2011,71317,,1343.0,38325,726.0
District of Columbia,Washington city,"Washington city, District of Columbia",2011,617996,14700.0,10065.0,63124,1131.0
Florida,Alafaya CDP,"Alafaya CDP, Florida",2011,67743,,674.0,61093,933.0
Florida,Boca Raton city,"Boca Raton city, Florida",2011,85334,,266.0,65120,1276.0
Florida,Boynton Beach city,"Boynton Beach city, Florida",2011,68997,,434.0,41769,982.0
Florida,Brandon CDP,"Brandon CDP, Florida",2011,106312,,741.0,52354,891.0
Florida,Cape Coral city,"Cape Coral city, Florida",2011,157476,,833.0,47478,815.0
Florida,Clearwater city,"Clearwater city, Florida",2011,107774,4207.0,1650.0,34662,740.0
Florida,Coral Springs city,"Coral Springs city, Florida",2011,123336,,623.0,57839,1108.0
Florida,Davie town,"Davie town, Florida",2011,93686,,162.0,53082,1001.0
Florida,Deerfield Beach city,"Deerfield Beach city, Florida",2011,76392,,579.0,35713,947.0
